player,team,position,age,market_value,contract_end,matches,minutes,goals,xg,nationality,country,foot,height,weight,on_loan,def_actions_p90,def_duels_p90,def_duels_won_pct,aerial_duels_p90,aerial_duels_won_pct,tackles_p90,tackles_adj_p90,blocked_shots_p90,interceptions_p90,interceptions_adj_p90,fouls_p90,yellow_cards,yellow_cards_p90,red_cards,red_cards_p90,att_actions_p90,goals_p90,np_goals,np_goals_p90,xg_p90,header_goals,header_goals_p90,shots,shots_p90,shots_on_target_pct,conversion_pct,assists,assists_p90,xa,xa_p90,crosses_p90,crosses_accurate_pct,dribbles_p90,dribbles_success_pct,off_duels_p90,off_duels_won_pct,box_touches_p90,progressive_runs_p90,passes_p90,passes_accurate_pct,fwd_passes_p90,fwd_passes_accurate_pct,back_passes_p90,back_passes_accurate_pct,lat_passes_p90,lat_passes_accurate_pct,long_passes_p90,long_passes_accurate_pct,avg_pass_length,avg_long_pass_length,second_assists_p90,third_assists_p90,smart_passes_p90,smart_passes_accurate_pct,key_passes_p90,final_third_passes_p90,final_third_passes_accurate_pct,penalty_area_passes_p90,penalty_area_passes_accurate_pct,through_passes_p90,through_passes_accurate_pct,through_passes_received_p90,deep_crosses_received_p90,progressive_passes_p90,progressive_passes_accurate_pct,position_group
A. Moralez,Llaneros,RCB,24.0,300000,2026-12-31,19,1875,0,0.3,Colombia,Colombia,direito,190,77,sim,7.92,5.95,62.1,2.4,56.0,0.05,0.07,0.77,4.18,6.03,1.34,8.0,0.38,0.0,0.0,0.43,0.0,0.0,0.0,0.01,0.0,0.0,9.0,0.43,11.11,0.0,0.0,0.0,0.03,0.0,0.38,12.5,0.48,70.0,1.68,42.86,0.48,1.25,45.5,86.5,20.4,78.35,2.02,97.62,19.39,94.06,6.38,57.89,23.16,42.97,0.0,0.0,0.0,0.0,0.0,6.19,79.07,0.82,23.53,0.19,50.0,0.1,0.05,9.94,77.29,Defender
J. Velásquez,Fortaleza,"AMF, CF",30.0,300000,,8,611,1,1.4,Colombia,Colombia,direito,174,72,sim,6.33,4.86,66.67,0.74,40.0,1.03,1.22,0.29,2.06,2.44,1.03,1.0,0.15,0.0,0.0,2.8,0.15,1.0,0.15,0.21,0.0,0.0,11.0,1.62,36.36,9.091,3.0,0.44,1.3,0.19,0.29,0.0,3.09,61.9,10.75,46.58,1.33,1.91,38.89,80.3,13.99,67.37,8.25,98.21,9.43,85.94,2.36,56.25,15.45,27.14,0.0,0.15,1.33,22.22,0.74,6.92,61.7,3.09,47.62,1.47,30.0,1.91,0.0,6.19,78.57,Forward
J. Viveros,Jaguares de Córdoba,"CF, AMF, RCMF",33.0,300000,,38,2861,1,3.84,Colombia,Colombia,direito,176,70,sim,5.19,4.47,62.68,1.6,39.22,0.38,0.54,0.09,2.01,2.9,0.94,4.0,0.13,1.0,0.03,2.45,0.03,1.0,0.03,0.12,0.0,0.0,34.0,1.07,23.53,2.941,3.0,0.09,5.0,0.16,1.13,33.33,2.77,55.68,15.19,48.86,1.1,2.36,46.49,83.49,16.42,76.25,8.34,95.47,15.04,86.82,6.42,64.22,18.91,31.31,0.13,0.0,0.53,52.94,0.57,9.94,77.22,3.27,46.15,1.64,50.0,1.57,0.53,9.56,82.89,Forward
C. Mosquera,FC Cajamarca,GK,31.0,300000,2026-12-31,15,1485,0,0.0,Colombia,Colombia,direito,191,83,sim,1.21,0.12,100.0,0.48,87.5,0.0,0.0,0.0,1.09,1.55,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,50.0,0.0,0.0,14.12,86.27,7.15,74.58,0.0,0.0,6.55,99.07,4.24,65.71,30.22,45.96,0.0,0.06,0.0,0.0,0.0,1.7,60.71,0.12,0.0,0.06,0.0,0.0,0.0,3.27,75.93,Goalkeeper
S. Ayala,Atlético Huila,"RDMF, LCMF, LDMF",30.0,300000,,20,984,0,0.4,Colombia,Colombia,direito,181,75,sim,7.23,6.4,57.14,3.66,37.5,0.0,0.0,0.27,3.57,5.2,2.29,2.0,0.18,0.0,0.0,0.55,0.0,0.0,0.0,0.04,0.0,0.0,4.0,0.37,0.0,0.0,1.0,0.09,0.13,0.01,0.55,33.33,0.64,57.14,3.48,44.74,0.73,1.01,45.82,86.03,16.46,74.44,7.13,97.44,15.55,94.71,5.85,56.25,18.71,31.94,0.09,0.0,0.0,0.0,0.18,8.6,67.02,1.46,18.75,0.73,37.5,0.18,0.27,7.41,74.07,Midfielder
K. Salazar,Patriotas Boyacá,"RDMF, RCMF, DMF",28.0,300000,,43,4065,3,2.57,Colombia,Colombia,direito,178,73,sim,8.88,7.53,62.94,2.35,47.17,0.4,0.6,0.2,3.74,5.63,1.48,15.0,0.33,0.0,0.0,0.93,0.07,3.0,0.07,0.06,1.0,0.02,58.0,1.28,20.69,5.172,3.0,0.07,2.65,0.06,0.8,58.33,0.46,42.86,3.25,44.9,0.64,1.42,55.88,86.33,22.45,74.95,4.56,96.6,21.08,94.01,8.77,59.85,19.95,37.99,0.07,0.02,0.09,0.0,0.22,14.35,73.92,2.46,46.85,1.11,36.0,0.73,0.49,11.0,84.71,Midfielder
R. Rivas,Independiente Petrolero,CF,28.0,300000,,9,566,2,1.75,Colombia,Colombia,esquerdo,186,80,sim,1.11,1.11,42.86,4.45,42.86,0.0,0.0,0.0,0.64,0.95,1.11,1.0,0.16,1.0,0.16,1.11,0.32,2.0,0.32,0.28,1.0,0.16,14.0,2.23,35.71,14.286,0.0,0.0,0.1,0.02,0.32,0.0,1.75,18.18,11.45,20.83,2.39,0.8,12.88,86.42,1.43,55.56,4.13,100.0,3.02,89.47,0.0,0.0,12.83,0.0,0.0,0.0,0.0,0.0,0.16,0.48,66.67,0.32,50.0,0.0,0.0,0.32,0.0,1.11,57.14,Forward
A. Montaño,Orsomarso,"DMF, RCMF, LCMF",25.0,300000,,28,2248,0,1.11,Colombia,Colombia,direito,183,79,sim,3.96,3.24,58.02,1.48,40.54,0.04,0.06,0.04,2.04,2.95,0.8,3.0,0.12,0.0,0.0,1.12,0.0,0.0,0.0,0.04,0.0,0.0,12.0,0.48,25.0,0.0,1.0,0.04,0.18,0.01,0.28,28.57,1.24,67.74,4.24,50.94,0.72,1.12,34.95,89.35,9.53,79.41,5.32,96.24,12.89,92.55,2.36,52.54,17.27,30.19,0.0,0.0,0.12,66.67,0.08,5.2,80.77,1.04,65.38,0.32,50.0,0.64,0.12,4.56,78.95,Midfielder
J. Arango,Deportes Quindío,"AMF, LCMF",28.0,250000,,16,1025,4,2.78,Colombia,Colombia,direito,170,60,sim,2.99,2.11,45.83,0.61,14.29,0.18,0.28,0.0,1.84,2.96,0.53,2.0,0.18,0.0,0.0,2.99,0.35,4.0,0.35,0.24,0.0,0.0,26.0,2.28,34.62,15.385,4.0,0.35,2.54,0.22,1.23,42.86,2.2,56.0,8.34,42.11,1.58,1.32,50.58,86.63,14.66,71.86,9.4,95.33,15.63,93.26,3.86,43.18,16.06,26.36,0.09,0.09,0.61,71.43,0.97,10.1,76.52,4.3,40.82,2.11,29.17,1.32,0.53,6.15,85.71,Midfielder
C. Sánchez,Independiente Yumbo,RB,24.0,250000,,13,885,0,0.21,Ecuador,Ecuador,,0,0,sim,8.75,6.61,72.31,2.14,33.33,0.1,0.15,0.1,3.86,5.79,0.51,2.0,0.2,0.0,0.0,2.14,0.0,0.0,0.0,0.02,0.0,0.0,5.0,0.51,20.0,0.0,0.0,0.0,0.47,0.05,2.54,48.0,1.73,47.06,5.29,26.92,0.71,1.63,42.31,85.1,14.24,76.43,7.32,94.44,12.81,89.68,2.44,54.17,18.31,27.93,0.0,0.1,0.0,0.0,0.31,6.41,79.37,2.14,52.38,0.31,66.67,0.2,1.22,7.83,77.92,Defender
D. Mera,Unión Magdalena,RB,26.0,250000,,13,1136,0,0.3,Colombia,Colombia,direito,183,0,sim,9.35,6.65,65.48,2.93,45.95,0.48,0.68,0.16,4.52,6.45,1.19,3.0,0.24,0.0,0.0,2.3,0.0,0.0,0.0,0.02,0.0,0.0,4.0,0.32,0.0,0.0,1.0,0.08,0.41,0.03,3.8,39.58,1.35,52.94,4.04,33.33,0.71,0.95,36.36,74.07,15.13,69.11,5.55,85.71,10.3,76.92,5.07,50.0,21.12,37.42,0.16,0.0,0.16,50.0,0.24,6.81,61.63,4.28,46.3,0.79,40.0,0.63,1.27,9.82,78.23,Defender
L. Robledo,Cúcuta Deportivo,"LWF, LW, LAMF",23.0,250000,2026-11-30,14,731,0,1.49,Colombia,Colombia,,168,0,sim,4.19,5.54,60.0,1.48,8.33,0.0,0.0,0.0,0.86,1.27,1.11,3.0,0.37,0.0,0.0,4.19,0.0,0.0,0.0,0.18,0.0,0.0,23.0,2.83,26.09,0.0,1.0,0.12,0.63,0.08,2.59,14.29,6.4,46.15,10.59,44.19,2.71,1.97,18.47,72.67,3.94,59.38,2.95,95.83,7.14,72.41,0.98,50.0,22.15,9.29,0.12,0.0,0.49,25.0,0.25,1.6,69.23,2.59,38.1,0.49,25.0,0.74,0.37,3.57,82.76,Forward
Á. Meléndez,Real Cartagena,"RAMF, RW, LAMF",29.0,250000,,35,2045,6,6.23,Colombia,Colombia,direito,170,62,sim,2.6,3.21,52.05,2.02,26.09,0.13,0.2,0.0,0.79,1.21,0.84,6.0,0.26,0.0,0.0,3.52,0.26,6.0,0.26,0.27,0.0,0.0,43.0,1.89,27.91,13.953,4.0,0.18,3.69,0.16,5.11,35.34,2.46,46.43,5.81,30.3,2.9,1.28,22.97,71.46,3.12,66.2,5.68,89.92,9.68,68.18,1.76,62.5,23.3,29.57,0.13,0.0,0.04,100.0,0.62,1.8,68.29,4.31,51.02,0.22,20.0,0.84,1.8,4.4,85.0,Forward
S. Roa,Deportes Quindío,RB,30.0,250000,,24,2248,0,0.41,Colombia,Colombia,direito,178,68,sim,9.65,7.29,63.19,3.4,58.82,0.24,0.34,0.24,4.8,6.86,1.4,7.0,0.28,1.0,0.04,2.08,0.0,0.0,0.0,0.02,0.0,0.0,15.0,0.6,40.0,0.0,2.0,0.08,1.68,0.07,2.28,38.6,1.4,68.57,6.05,54.3,0.96,1.28,35.11,80.39,15.73,73.54,4.44,93.69,9.25,81.82,3.56,48.31,18.73,37.91,0.0,0.0,0.0,0.0,0.4,5.36,70.9,2.48,41.94,0.12,33.33,0.48,0.84,7.81,78.46,Defender
J. Maza,Jaguares de Córdoba,"LB, LW, LAMF",31.0,250000,,43,3892,6,5.04,Colombia,Colombia,esquerdo,174,69,sim,4.02,4.12,58.43,1.02,25.0,0.21,0.29,0.02,1.41,1.97,0.95,4.0,0.09,0.0,0.0,3.08,0.14,6.0,0.14,0.12,1.0,0.02,52.0,1.2,34.62,11.538,3.0,0.07,4.44,0.1,2.91,30.16,2.84,61.79,5.92,45.7,1.94,1.62,33.76,79.18,10.08,67.43,8.02,93.66,9.67,77.03,3.03,46.56,18.27,30.23,0.05,0.02,0.07,33.33,0.23,3.91,67.46,2.59,36.61,0.37,18.75,0.46,0.79,5.87,71.26,Forward
D. Padilla,,"LCMF, RDMF, RCMF",32.0,250000,,35,1576,0,0.43,Colombia,Colombia,direito,175,70,sim,8.45,7.14,52.0,2.28,52.5,0.63,0.82,0.46,4.11,5.37,2.11,7.0,0.4,0.0,0.0,0.69,0.0,0.0,0.0,0.02,0.0,0.0,13.0,0.74,15.38,0.0,1.0,0.06,1.0,0.06,0.23,50.0,0.63,63.64,4.28,45.33,0.63,0.17,46.71,89.85,13.48,81.36,6.0,94.29,18.5,93.52,4.85,67.06,18.26,26.01,0.0,0.0,0.06,100.0,0.17,8.39,82.99,0.97,47.06,0.29,60.0,0.57,0.11,7.14,76.8,Midfielder
Y. Torres,Deportes Quindío,"RDMF, RCB, LDMF",27.0,250000,,24,1703,0,1.58,Colombia,Colombia,direito,183,78,sim,10.2,8.51,64.6,2.75,53.85,0.16,0.23,0.26,4.54,6.58,2.01,6.0,0.32,0.0,0.0,0.9,0.0,0.0,0.0,0.08,0.0,0.0,15.0,0.79,40.0,0.0,0.0,0.0,0.34,0.02,0.32,100.0,0.53,50.0,3.28,35.48,0.63,0.48,41.91,88.52,13.58,79.38,5.02,94.74,16.38,94.52,2.96,55.36,17.46,28.98,0.05,0.0,0.0,0.0,0.16,4.54,74.42,0.9,64.71,0.11,50.0,0.37,0.26,5.76,67.89,Midfielder
W. De La Rosa,Jaguares de Córdoba,"RAMF, RW",33.0,250000,2026-12-31,39,2997,3,7.36,Colombia,Colombia,direito,166,64,sim,4.17,4.14,55.8,1.89,38.1,0.21,0.31,0.12,1.65,2.41,1.41,11.0,0.33,0.0,0.0,2.67,0.09,3.0,0.09,0.22,1.0,0.03,63.0,1.89,26.98,4.762,4.0,0.12,3.98,0.12,2.67,33.71,2.52,48.81,7.33,38.52,3.39,1.83,19.73,75.04,3.96,67.42,4.86,92.59,5.92,65.48,1.11,51.35,16.33,19.26,0.03,0.06,0.06,50.0,0.54,1.44,77.08,2.82,44.68,0.15,60.0,0.96,0.87,3.03,76.24,Forward
A. Montes,Real Cartagena,GK,25.0,250000,,7,685,0,0.0,Colombia,Colombia,direito,188,85,sim,0.79,0.0,0.0,0.13,100.0,0.0,0.0,0.0,0.79,1.11,0.0,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,100.0,0.0,0.0,20.76,91.14,7.88,80.0,0.0,0.0,12.61,97.92,4.6,60.0,29.01,48.77,0.13,0.0,0.0,0.0,0.0,1.71,46.15,0.0,0.0,0.0,0.0,0.13,0.0,2.76,71.43,Goalkeeper
Stiwart Acuña,Envigado,CF,27.0,250000,2026-12-31,14,1327,8,7.38,Colombia,Colombia,direito,180,0,sim,1.63,1.42,57.14,2.58,23.68,0.14,0.2,0.0,0.68,1.01,0.81,1.0,0.07,1.0,0.07,3.46,0.54,6.0,0.41,0.5,0.0,0.0,52.0,3.53,46.15,15.385,1.0,0.07,0.99,0.07,1.15,41.18,2.17,59.38,6.92,41.18,3.05,1.22,17.29,82.35,2.78,70.73,5.49,90.12,5.09,81.33,0.54,62.5,14.6,11.46,0.0,0.0,0.07,100.0,0.47,1.09,75.0,1.02,46.67,0.07,100.0,0.34,0.41,1.36,65.0,Forward
D. Pino,Real Cartagena,"RCMF, DMF, RDMF",30.0,250000,2026-12-31,39,3415,0,0.29,Colombia,Colombia,direito,173,67,sim,6.11,4.61,58.29,1.27,52.08,0.4,0.56,0.29,3.03,4.26,1.13,14.0,0.37,1.0,0.03,0.05,0.0,0.0,0.0,0.01,0.0,0.0,5.0,0.13,20.0,0.0,1.0,0.03,0.08,0.0,0.03,0.0,0.16,0.0,1.9,47.22,0.03,0.11,41.72,93.49,10.01,83.95,5.32,98.02,19.66,96.92,1.63,58.06,17.32,22.22,0.03,0.0,0.03,100.0,0.08,4.35,78.79,0.21,50.0,0.11,50.0,0.08,0.0,3.9,72.97,Midfielder
D. Quiñones,Internacional Palmira,RB,26.0,250000,,14,949,0,0.26,Colombia,Colombia,direito,171,67,sim,8.06,7.02,66.22,2.09,54.55,0.76,0.96,0.09,2.66,3.36,0.85,2.0,0.19,0.0,0.0,0.95,0.0,0.0,0.0,0.03,0.0,0.0,5.0,0.47,0.0,0.0,0.0,0.0,0.01,0.0,1.33,42.86,0.76,50.0,2.85,40.0,0.47,0.66,31.87,80.06,12.52,71.97,3.32,94.29,10.62,83.04,4.84,47.06,20.14,26.81,0.0,0.0,0.0,0.0,0.0,5.5,63.79,1.8,36.84,0.28,0.0,0.09,0.57,7.97,77.38,Defender
F. Arbeláez,Atlético Huila,LB,29.0,250000,,27,1801,0,0.6,Colombia,Colombia,esquerdo,181,71,sim,8.45,6.85,64.96,2.5,54.0,0.55,0.79,0.1,3.45,4.96,1.2,4.0,0.2,0.0,0.0,0.75,0.0,0.0,0.0,0.03,0.0,0.0,5.0,0.25,20.0,0.0,2.0,0.1,0.33,0.02,1.9,21.05,0.9,33.33,3.45,28.99,0.75,1.45,29.83,76.05,12.04,68.05,5.0,93.0,8.45,76.92,3.7,44.59,18.84,31.46,0.05,0.0,0.1,0.0,0.15,4.05,62.96,2.2,25.0,0.65,15.38,0.35,0.3,6.3,66.67,Defender
S. Girado,Orsomarso,CF,21.0,250000,,22,1674,8,9.35,Colombia,Colombia,,0,0,sim,1.51,2.2,26.83,2.47,17.39,0.11,0.16,0.05,0.81,1.2,1.34,6.0,0.32,1.0,0.05,3.12,0.43,5.0,0.27,0.5,1.0,0.05,50.0,2.69,46.0,16.0,1.0,0.05,1.35,0.07,0.97,22.22,2.9,57.41,7.58,43.97,3.49,1.24,13.55,67.46,2.9,61.11,3.82,87.32,3.71,60.87,0.65,50.0,15.39,18.05,0.0,0.0,0.11,0.0,0.32,0.97,55.56,1.51,46.43,0.16,0.0,0.91,0.22,1.4,76.92,Forward
D. Céter,Hamrun Spartans,CF,28.0,225000,2026-06-30,28,903,9,5.69,Colombia,Colombia,direito,187,81,sim,3.49,3.09,48.39,4.98,40.0,0.0,0.0,0.1,1.99,3.02,1.89,3.0,0.3,0.0,0.0,2.49,0.9,9.0,0.9,0.57,3.0,0.3,22.0,2.19,59.09,40.909,0.0,0.0,0.61,0.06,0.4,25.0,2.39,37.5,15.45,30.32,3.69,1.2,16.54,80.72,3.99,77.5,5.28,84.91,3.19,84.38,0.1,100.0,14.53,1.0,0.1,0.0,0.4,50.0,0.3,1.4,78.57,0.4,50.0,0.4,50.0,0.6,0.1,1.1,81.82,Forward
O. Duarte,Comunicaciones,CF,30.0,225000,,37,2576,11,11.25,Colombia,Colombia,esquerdo,180,75,sim,3.77,3.67,53.33,3.0,31.4,0.52,0.8,0.1,1.29,1.96,1.47,3.0,0.1,1.0,0.03,1.61,0.38,6.0,0.21,0.39,0.0,0.0,62.0,2.17,45.16,17.742,1.0,0.03,0.51,0.02,0.63,22.22,0.94,48.15,6.39,33.88,2.59,0.49,10.69,80.07,1.68,62.5,3.81,91.74,3.07,76.14,0.49,50.0,16.82,12.68,0.0,0.0,0.07,50.0,0.28,1.08,77.42,0.66,31.58,0.14,25.0,0.35,0.17,0.8,86.96,Forward
A. Álvarez,Águilas Doradas,"LB, LCB",26.0,200000,,26,2438,2,2.82,Colombia,Colombia,esquerdo,175,70,sim,7.27,4.54,65.04,2.25,42.62,0.04,0.05,0.22,4.28,6.28,0.55,4.0,0.15,0.0,0.0,2.18,0.07,2.0,0.07,0.1,0.0,0.0,31.0,1.14,32.26,6.452,0.0,0.0,2.6,0.1,3.29,40.45,1.07,44.83,2.84,36.36,0.74,1.22,45.18,79.33,16.32,70.36,7.05,92.67,14.36,82.78,6.13,60.24,19.67,33.28,0.0,0.0,0.07,0.0,0.33,5.8,73.25,3.36,46.15,0.41,45.45,0.59,1.48,10.52,72.63,Defender
D. Rodríguez,Jaguares de Córdoba,"RW, RAMF, LAMF",29.0,200000,,25,1005,1,0.42,Venezuela,Venezuela,direito,163,61,sim,2.78,2.87,56.25,0.54,33.33,0.27,0.41,0.0,0.9,1.38,0.45,0.0,0.0,0.0,0.0,3.94,0.09,1.0,0.09,0.04,0.0,0.0,11.0,0.99,36.36,9.091,1.0,0.09,1.87,0.17,3.4,26.32,3.85,69.77,7.7,51.16,1.7,3.04,33.58,82.93,7.16,70.0,8.06,96.67,11.91,80.45,1.97,68.18,17.34,25.28,0.0,0.0,0.0,0.0,0.63,3.94,93.18,2.6,41.38,0.18,100.0,0.63,1.16,4.57,92.16,Forward
J. Figueroa,,GK,32.0,200000,,40,3930,0,0.0,Colombia,Colombia,direito,183,75,sim,1.17,0.02,100.0,0.39,94.12,0.02,0.03,0.0,1.12,1.52,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,100.0,0.0,0.0,10.97,90.81,5.34,83.26,0.0,0.0,5.24,97.82,1.99,55.17,26.54,32.21,0.0,0.0,0.0,0.0,0.0,0.3,53.85,0.02,0.0,0.07,33.33,0.0,0.0,1.6,60.0,Goalkeeper
J. Andrade,XV de Jaú,"AMF, CF, RCMF",29.0,200000,,34,1171,2,2.57,Colombia,Colombia,direito,182,0,sim,6.23,5.84,53.95,0.38,40.0,1.0,1.33,0.23,2.08,2.76,1.0,2.0,0.15,0.0,0.0,2.61,0.15,1.0,0.08,0.2,1.0,0.08,21.0,1.61,28.57,9.524,2.0,0.15,3.21,0.25,1.38,22.22,3.15,56.1,10.68,45.32,1.46,4.53,39.74,85.69,11.14,73.79,5.38,91.43,17.22,90.18,4.15,70.37,19.19,29.49,0.08,0.08,0.38,20.0,0.61,7.15,77.42,3.15,53.66,0.77,20.0,1.69,0.38,6.07,86.08,Forward
F. Montero,Real Cartagena,CF,38.0,200000,2026-12-31,38,3173,31,21.5,Colombia,Colombia,direito,176,66,sim,3.72,2.81,54.55,4.17,25.17,0.62,0.92,0.06,1.56,2.31,1.11,3.0,0.09,0.0,0.0,3.26,0.88,24.0,0.68,0.61,4.0,0.11,113.0,3.21,48.67,27.434,1.0,0.03,3.53,0.1,1.33,27.66,1.9,58.21,8.23,43.45,4.2,0.62,21.47,71.99,6.21,62.1,4.28,88.74,7.06,73.49,2.47,60.92,17.89,26.96,0.03,0.03,0.45,50.0,0.65,3.57,67.46,2.92,51.46,0.79,53.57,1.39,0.43,3.06,86.11,Forward
M. Murillo,Carlos Mannucci,"CF, AMF",32.0,200000,,21,656,5,4.38,Colombia,Colombia,direito,184,80,sim,1.37,2.33,41.18,3.84,35.71,0.14,0.2,0.14,0.27,0.39,1.51,2.0,0.27,1.0,0.14,1.65,0.69,4.0,0.55,0.6,0.0,0.0,21.0,2.88,47.62,23.81,0.0,0.0,0.17,0.02,0.27,0.0,0.69,40.0,5.35,20.51,3.84,0.27,12.07,78.41,2.33,70.59,3.84,92.86,3.84,67.86,0.27,100.0,12.51,1.96,0.0,0.0,0.0,0.0,0.0,1.37,70.0,0.69,20.0,0.0,0.0,0.14,0.0,1.1,75.0,Forward
Weimar Asprilla,Santa Fe,GK,26.0,200000,2028-06-30,19,1873,0,0.0,Colombia,Colombia,direito,185,79,sim,2.35,0.14,100.0,0.43,100.0,0.05,0.07,0.0,2.16,3.2,0.0,4.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.19,75.0,0.0,0.0,25.18,83.97,13.17,73.72,0.0,0.0,11.15,95.26,7.06,49.66,31.09,51.6,0.0,0.0,0.0,0.0,0.0,2.4,48.0,0.19,0.0,0.1,50.0,0.0,0.0,5.33,58.56,Goalkeeper
J. Ditta,Real Cartagena,"LAMF, LW",22.0,200000,2027-06-30,26,1243,3,2.65,Colombia,Colombia,,177,0,sim,4.85,4.27,61.02,1.88,46.15,0.0,0.0,0.0,2.24,3.11,0.58,0.0,0.0,0.0,0.0,3.48,0.22,3.0,0.22,0.19,1.0,0.07,31.0,2.24,32.26,9.677,5.0,0.36,2.92,0.21,3.62,34.0,2.68,54.05,8.83,36.89,3.84,2.03,30.12,78.13,6.73,73.12,5.65,96.15,10.64,77.55,2.24,70.97,18.68,27.4,0.07,0.07,0.07,100.0,0.8,3.04,78.57,3.77,57.69,0.22,66.67,1.38,1.23,5.65,83.33,Forward
J. Montoya,Envigado,GK,27.0,200000,2026-06-30,13,1263,0,0.0,Colombia,Colombia,,0,0,sim,2.28,0.14,50.0,0.57,50.0,0.0,0.0,0.0,2.21,2.84,0.07,1.0,0.07,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,75.0,0.07,0.0,21.02,85.76,13.11,78.26,0.0,0.0,7.41,99.04,7.62,68.22,34.03,48.81,0.0,0.0,0.0,0.0,0.0,2.28,65.63,0.07,0.0,0.14,50.0,0.07,0.0,5.91,72.29,Goalkeeper
M. Castaño,Técnico Universitario,"RW, LCMF, RCMF",26.0,200000,2026-12-31,38,2882,4,2.52,Colombia,Colombia,direito,176,64,sim,5.53,5.46,56.57,0.94,23.33,0.19,0.25,0.22,2.25,3.02,1.25,14.0,0.44,0.0,0.0,1.59,0.12,4.0,0.12,0.08,0.0,0.0,46.0,1.44,36.96,8.696,7.0,0.22,6.02,0.19,1.16,51.35,0.87,42.86,4.03,32.56,0.94,1.53,45.31,85.18,13.21,70.92,8.74,95.71,15.43,90.69,4.72,64.24,18.51,36.75,0.19,0.09,0.16,60.0,0.22,7.4,73.84,1.66,50.94,0.44,50.0,0.56,0.47,7.12,82.02,Forward
B. Fernández,Patriotas Boyacá,CF,34.0,200000,,18,1147,2,6.68,Colombia,Colombia,direito,183,80,sim,2.28,3.14,42.5,4.0,27.45,0.16,0.23,0.08,0.78,1.15,2.12,7.0,0.55,0.0,0.0,2.04,0.16,2.0,0.16,0.52,1.0,0.08,35.0,2.75,42.86,5.714,1.0,0.08,0.22,0.02,0.39,20.0,1.1,71.43,7.22,30.43,4.39,0.55,15.46,78.68,2.35,43.33,4.39,92.86,3.77,77.08,0.39,60.0,13.2,4.52,0.0,0.0,0.16,0.0,0.08,0.86,45.45,0.55,42.86,0.16,0.0,0.47,0.08,0.71,33.33,Forward
N. Mosorongo,Atlético,"CB, LCB, RDMF",24.0,200000,,22,1754,0,0.21,Colombia,Colombia,,175,0,sim,8.77,5.18,58.42,2.16,47.62,0.1,0.14,0.56,5.64,7.62,0.97,3.0,0.15,0.0,0.0,0.56,0.0,0.0,0.0,0.01,0.0,0.0,5.0,0.26,40.0,0.0,1.0,0.05,0.98,0.05,0.1,50.0,0.92,38.89,3.44,37.31,0.26,0.41,42.18,84.79,17.7,75.65,3.23,90.48,16.21,93.35,4.46,56.32,18.58,29.74,0.0,0.05,0.21,25.0,0.1,4.52,75.0,0.62,58.33,0.41,37.5,0.21,0.05,8.26,64.6,Midfielder
M. Duarte,Cúcuta Deportivo,"LB, LWB",33.0,150000,,34,3148,1,2.72,Colombia,Colombia,esquerdo,171,67,sim,6.06,5.89,54.85,1.4,59.18,0.14,0.22,0.2,2.69,4.12,1.09,7.0,0.2,0.0,0.0,2.12,0.03,1.0,0.03,0.08,1.0,0.03,30.0,0.86,36.67,3.333,6.0,0.17,4.47,0.13,2.83,37.37,1.09,65.79,2.94,49.51,2.06,1.17,41.0,85.08,14.47,80.63,6.98,96.72,11.64,87.22,2.92,59.8,17.82,28.02,0.03,0.03,0.09,33.33,0.49,4.23,80.41,2.26,49.37,0.29,20.0,0.69,1.03,7.69,75.84,Forward
F. Valencia,Deportes Quindío,"RDMF, RCMF",24.0,150000,,15,1388,4,2.08,Colombia,Colombia,direito,182,76,sim,5.97,4.6,60.56,1.23,57.89,0.58,0.85,0.26,2.59,3.76,1.43,4.0,0.26,1.0,0.06,2.53,0.26,4.0,0.26,0.13,1.0,0.06,34.0,2.2,41.18,11.765,0.0,0.0,0.7,0.05,0.84,23.08,2.92,37.78,7.98,33.33,0.78,1.36,45.52,80.06,16.4,70.36,6.87,91.51,15.69,85.54,5.64,62.07,19.74,38.92,0.0,0.06,0.71,45.45,0.13,9.73,70.67,2.33,38.89,1.62,40.0,0.84,0.19,8.75,78.52,Midfielder
